,Unnamed: 0,end,id,start,text,catma_displaycolor,catma_markupauthor,catma_markuptimestamp,tag_type,tag_type_id,Belegung,Art,Bestimmung_Umfeld,text_name,Primary_class,Secondary_class,Anzahl__Beschuldigte_,Geschlecht_Beschuldigter,ID__Beschuldigte_,Rolle__Beschuldigte_,Alter__Betroffene_,Anzahl__Betroffene_,Geschlecht__Betroffene_,ID__Betroffene_,Geschlecht__Beschuldigter_
1729,32,6335,CATMA_63079129-4935-4863-A9BB-54EE1F35E9F8,6311,or nun- mehr drei Jahren,-1617703.0,Mhuerten,2025-06-03T09:45:01.298+0200,Tat,CATMA_EFC508B6-1D39-44DB-BF7F-2446A3582795,,,,Köln,Zeit,,,,,,,,,,
1730,33,6363,CATMA_B18F59AD-60E9-4E89-AE80-4098FF59FC15,6356,Tochter,-13288961.0,Mhuerten,2025-06-03T10:48:32.739+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Köln,Geschlecht (Betroffene),,,,,,,,,,
1731,34,6476,CATMA_3A33C81C-3883-4D2A-86CA-EDB9AF37CB29,6469,Tochter,-13288961.0,Mhuerten,2025-06-03T10:48:44.014+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Köln,Geschlecht (Betroffene),,,,,,,,,,
1732,35,6755,CATMA_2187E232-6E20-4D1C-A7A3-7A1C21029CFE,6616,"dass ihm bekannt sei,  dass die Anzeigenerstatterin bereits in der Vergangenheit unbegründete Vorwürfe  gegen mehrere Personen erhoben habe",-13316080.0,Mhuerten,2025-06-03T10:15:30.615+0200,Unglaubwürdigkeit,CATMA_22A150A3-F02C-4395-AFD4-CAF77A53C884,,,,Köln,Stereotype und Motive,,,,,,,,,,
1733,36,6755,CATMA_FEB1862E-EE58-4E94-B464-E481769B8FF5,6616,"dass ihm bekannt sei,  dass die Anzeigenerstatterin bereits in der Vergangenheit unbegründete Vorwürfe  gegen mehrere Personen erhoben habe",-15389907.0,Mhuerten,2025-06-03T10:11:53.875+0200,Vertuschung,CATMA_429E64D1-1625-42E3-AA70-C3A0E4AF5E8B,,,,Köln,Handeln der Beschuldigten,,,,,,,,,,
1734,37,6781,no_annotation_7,6756,  In einem Schreiben vom ,,,,,,,,,Köln,,,,,,,,,,,
1735,38,6791,CATMA_FB261D6A-610F-472F-B259-B08C6F95DF95,6781,26.11.1982,-12791831.0,Mhuerten,2025-06-03T09:45:24.828+0200,Reaktion,CATMA_CF1496D6-1684-4085-B5F6-57DC2B91426C,,,,Köln,Zeit,,,,,,,,,,
1736,39,6855,no_annotation_8,6791, wandte sich der Stadtdechant an Generalvi- kar Dr. Feldhoff:  „,,,,,,,,,Köln,,,,,,,,,,,
1737,40,7568,CATMA_8C0F94B1-8FDE-4B64-AA4F-3BB661B172AA,6855,"wie ich schon telefonisch sagte, hat der [der Beschuldigte] die gegen ihn  erhobenen Vorwürfe alle zurückgewiesen.  

#######################

Seite 346

  326    Auch sagte ich Dir schon, daß mir und einigen vorsichtig befragten Mitbrü- dern nie eine Andeutung in der Richtung der Vorwürfe zu Ohren gekommen  waren.  Die Frau, die ich noch sprechen muß, machte keinen unglaubwürdigen Ein- druck; allerdings weiß man bei Frauen eben nie!  Die Stellungnahme von [dem Beschuldigten] habe ich nach seinen Angaben  geschrieben, […]. Wir werden jetzt wohl erst einmal abwarten und beobach- ten müssen. Kannst Du Herrn Erzbischof und Herrn Weihbischof […] Be- scheid geben? Hoffentlich ist die Sache damit ausgestanden!",-2197479.0,Mhuerten,2025-06-03T10:32:54.693+0200,Kirchenverantwortliche,CATMA_CEB4499C-C725-4EC8-B9A8-BE935C89C9F1,direkt,,,Köln,Zitat,,,,,,,,,,
1738,41,6969,CATMA_FFE5CAB1-9CC4-469B-BAF8-F46D1311D25A,6916,ie gegen ihn  erhobenen Vorwürfe alle zurückgewiesen.,-15389907.0,Mhuerten,2025-06-03T10:30:53.483+0200,Vertuschung,CATMA_429E64D1-1625-42E3-AA70-C3A0E4AF5E8B,,,,Köln,Handeln der Beschuldigten,,,,,,,,,,
1739,42,7171,CATMA_AF82821B-7DB6-44FE-BCC1-982BBFBB2222,7018,"Auch sagte ich Dir schon, daß mir und einigen vorsichtig befragten Mitbrü- dern nie eine Andeutung in der Richtung der Vorwürfe zu Ohren gekommen  waren.",-12290441.0,Mhuerten,2025-06-03T09:45:51.992+0200,Loyalität mit dem Täter,CATMA_02B331EC-D557-4CA5-8963-AAAA7043B65D,,,,Köln,Handeln der Bistumsverantwortlichen,,,,,,,,,,
1740,43,7292,CATMA_603E9216-2CCB-40DB-838A-B513BFFF688E,7173,"Die Frau, die ich noch sprechen muß, machte keinen unglaubwürdigen Ein- druck; allerdings weiß man bei Frauen eben nie!",-13316080.0,Mhuerten,2025-06-03T09:46:01.917+0200,Unglaubwürdigkeit,CATMA_22A150A3-F02C-4395-AFD4-CAF77A53C884,,,,Köln,Stereotype und Motive,,,,,,,,,,
1741,44,7568,CATMA_49C9EBA6-C668-401A-85EC-0BF094DB3059,7384,Wir werden jetzt wohl erst einmal abwarten und beobach- ten müssen. Kannst Du Herrn Erzbischof und Herrn Weihbischof […] Be- scheid geben? Hoffentlich ist die Sache damit ausgestanden!,-2587561.0,Mhuerten,2025-07-10T15:15:21.472+0200,keine Konsequenzen,CATMA_F3B42D93-42A0-40F7-AF5D-CF0D86BB0A5A,,,,Köln,Handeln der Bistumsverantwortlichen,Vorgehen,,,,,,,,,
1742,45,7569,CATMA_71707476-3E6E-4971-91EF-F4469D9F3174,7452,Kannst Du Herrn Erzbischof und Herrn Weihbischof […] Be- scheid geben? Hoffentlich ist die Sache damit ausgestanden!“,-157253.0,Mhuerten,2025-07-10T15:14:53.053+0200,Vorgehen allgemein,CATMA_EEC4BE9B-D7EF-429C-8614-E49A795ACF03,,,,Köln,Handeln der Bistumsverantwortlichen,Vorgehen,,,,,,,,,
1743,46,7709,no_annotation_9,7569,"  Daran anschließend findet sich eine handschriftliche Notiz in den Akten, die weder  datiert noch vollständig lesbar ist, aber mit „betr. [",,,,,,,,,Köln,,,,,,,,,,,
1744,47,7746,no_annotation_10,7722,]“ überschrieben  ist. D,,,,,,,,,Köln,,,,,,,,,,,
1745,48,8088,CATMA_8B89A9EC-3B07-4B49-91A1-A8DE9ED5FA7E,7746,"arin gibt der Verfasser an, mit dem Weihbischof gesprochen zu haben. Da- nach soll gegebenenfalls eine weitere namentlich bekannte Person einbezogen  werden. Der Stadtdechant sei über das Gespräch mit dem Weihbischof informiert.  Zuletzt hält der Verfasser fest, dass zu untersuchen sei, welche weiteren Recher- chen angestellt werden könnten",-2197479.0,Mhuerten,2025-06-03T10:33:26.510+0200,Kirchenverantwortliche,CATMA_CEB4499C-C725-4EC8-B9A8-BE935C89C9F1,indirekt,,,Köln,Zitat,,,,,,,,,,
1746,49,8332,CATMA_803B840E-596C-4357-A5F1-C48FEEAD6C65,7976,"Zuletzt hält der Verfasser fest, dass zu untersuchen sei, welche weiteren Recher- chen angestellt werden könnten. Unterzeichnet ist die Notiz mit einem Kürzel, des- sen Urheberschaft – auch durch Nachfrage beim Erzbistum Köln – nicht geklärt  werden konnte.  Die Durchführung weiterer Recherchen ist hinsichtlich dieses Verdachtsfalles nicht  dokumentiert.",-157253.0,Mhuerten,2025-07-10T15:15:44.267+0200,Vorgehen allgemein,CATMA_EEC4BE9B-D7EF-429C-8614-E49A795ACF03,,,,Köln,Handeln der Bistumsverantwortlichen,Vorgehen,,,,,,,,,
1747,50,8331,_0,8319,dokumentiert,-9667700.0,Mhuerten,2025-06-03T09:47:49.738+0200,End,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,,,,Köln,Relevante Textstelle,,,,,,,,,,
1748,51,10918,_1,10912,werten,-9667700.0,Mhuerten,2025-07-10T15:42:49.171+0200,End,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,,,,Köln,Relevante Textstelle,,,,,,,,,,
1749,52,14868,_2,14864,auch,-9667700.0,Mhuerten,2025-07-10T15:43:08.000+0200,End,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,,,,Köln,Relevante Textstelle,,,,,,,,,,
1750,53,22915,_3,22904,eingestellt,-9667700.0,Mhuerten,2025-07-10T15:44:26.446+0200,End,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,,,,Köln,Relevante Textstelle,,,,,,,,,,
1751,54,27504,_4,27496,gemeldet,-9667700.0,Mhuerten,2025-05-23T12:33:35.834+0200,End,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,,,,Köln,Relevante Textstelle,,,,,,,,,,
1752,55,29248,_5,29242,"von  
",-9667700.0,Mhuerten,2025-07-10T15:45:10.705+0200,End,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,,,,Köln,Relevante Textstelle,,,,,,,,,,
1753,56,32874,_6,32862,teilzunehmen,-9667700.0,Mhuerten,2025-06-03T14:53:18.391+0200,End,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,,,,Köln,Relevante Textstelle,,,,,,,,,,
1754,57,34062,_7,34050,dokumentiert,-9667700.0,Mhuerten,2025-06-03T15:55:02.171+0200,End,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,,,,Köln,Relevante Textstelle,,,,,,,,,,
1755,58,35948,_8,35939,gekündigt,-9667700.0,Mhuerten,2025-06-04T10:40:50.130+0200,End,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,,,,Köln,Relevante Textstelle,,,,,,,,,,
1756,59,38468,_9,38464,Köln,-9667700.0,Mhuerten,2025-07-10T15:45:42.417+0200,End,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,,,,Köln,Relevante Textstelle,,,,,,,,,,
1757,60,40668,_10,40663,wurde,-9667700.0,Mhuerten,2025-06-04T10:55:47.941+0200,End,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,,,,Köln,Relevante Textstelle,,,,,,,,,,
1758,61,42458,_11,42448,Laisierung,-9667700.0,Mhuerten,2025-06-04T11:04:33.730+0200,End,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,,,,Köln,Relevante Textstelle,,,,,,,,,,
1759,62,44302,_12,44287,Freiheitsstrafe,-9667700.0,Mhuerten,2025-05-27T14:04:24.416+0200,End,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,,,,Köln,Relevante Textstelle,,,,,,,,,,
1760,63,8810,no_annotation_11,8332,"      (b)  2. Verdachtsfall  Anfang September 2014 ging ein anonymes Schreiben im Generalvikariat und der  Hauptabteilung Seelsorge-Personal ein. Darin gab ein anonymer männlicher Be- troffener* an, dass er in den 1970er Jahren im Alter von ca. 8 Jahren durch den  Beschuldigten sexuell missbraucht worden sei. Neben ihm habe es zudem noch  weitere Betroffene* gegeben. Eine Preisgabe seiner Identität sei jedoch nicht mög- lich.   

#######################

Seite 414

  394   ",,,,,,,,,Köln,,,,,,,,,,,
1761,64,8833,CATMA_CB5E212F-5379-4B3F-BE4B-2D4DE6C29DE1,8810, „unkeusche Handlungen“,-16199595.0,Mhuerten,2025-06-03T11:06:58.117+0200,Akten,CATMA_60D697B7-C5D8-41E7-BA69-2DE7E7E71115,,direkt,,Köln,Zitat,,,,,,,,,,
1762,65,8821,K-2,8812,unkeusche,-399266.0,Mhuerten,2025-06-05T13:14:02.902+0200,Start,CATMA_7C23CC13-B5FE-4F69-AAB7-935F31D614C3,,,,Köln,Relevante Textstelle,,,,,,,,,,
1763,66,8864,no_annotation_12,8833, erfasst. Als solche dürfte das,,,,,,,,,Köln,,,,,,,,,,,
1764,67,8933,CATMA_218423CA-645B-47A7-ACEF-971D982A20CE,8864, „Packen an den Hintern“  und „Begreifen von kleinen Messdienerinnen“,-7797647.0,Mhuerten,2025-06-03T11:05:54.394+0200,Berührungen,CATMA_B89C553C-65ED-4920-BEF9-FA4A79BF5EC9,,,,Köln,Tatbeschreibung,sexuell,,,,,,,,,
1765,68,8888,CATMA_DCAF3482-706D-4836-AC18-9E372F3D1CE7,8865,„Packen an den Hintern“,-16199595.0,Mhuerten,2025-06-03T11:07:15.530+0200,Akten,CATMA_60D697B7-C5D8-41E7-BA69-2DE7E7E71115,,direkt,,Köln,Zitat,,,,,,,,,,
1766,69,8933,CATMA_B8522870-BC52-446E-A57E-DF3D6513310B,8894,„Begreifen von kleinen Messdienerinnen“,-16199595.0,Mhuerten,2025-06-03T11:07:27.073+0200,Akten,CATMA_60D697B7-C5D8-41E7-BA69-2DE7E7E71115,,direkt,,Köln,Zitat,,,,,,,,,,
1767,70,8932,CATMA_2D93E0CD-C20E-4353-B8B8-09865E3FDE5D,8909,kleinen Messdienerinnen,-14472051.0,Mhuerten,2025-06-04T14:38:41.769+0200,Minderjährigkeit nicht spezifiziert,CATMA_6B79399D-5227-4BAC-87F4-8ACBFC243998,,,,Köln,Alter (Betroffene),minderjährig,,,,,,,,,
1768,71,8932,CATMA_12E6B08F-E7FD-47EA-9DDF-E25B2AEA012C,8909,kleinen Messdienerinnen,-13288961.0,Mhuerten,2025-06-03T11:13:55.480+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Köln,Geschlecht (Betroffene),,,,,,,,,,
1769,72,8932,CATMA_BED57050-9C30-48A9-983F-1B2A055BCD6B,8917,Messdienerinnen,-3483813.0,Mhuerten,2025-06-03T11:20:36.817+0200,Jugendarbeit,CATMA_AF45C17A-352D-4069-BAA7-5654970A3BD9,,,,Köln,Tatkonstellation,,,,,,,,,,
1770,73,8932,CATMA_167666CC-82D1-4EF4-A44D-3333E906E52C,8917,Messdienerinnen,-8672679.0,Mhuerten,2025-06-03T11:20:18.539+0200,Pfarrei,CATMA_694236AD-35A4-493B-B295-5526303EA538,,,,Köln,Tatkonstellation,Seelsorge,,,,,,,,,
1771,74,9026,no_annotation_13,8933," unstreitig zu beurteilen sein. Nicht  ausgeschlossen ist auch, dass dieses Verhalten einen s",,,,,,,,,Köln,,,,,,,,,,,
1772,75,9102,CATMA_EE36BC8A-0580-4421-A655-39B0B7C6E423,9026,exuellen Missbrauch von  Schutzbefohlenen (im Versuch) gemäß § 174 StGB a.F.,-4765492.0,Mhuerten,2025-06-03T11:06:12.517+0200,Strafrechtlich,CATMA_B2A70BB2-B8E3-4CC6-AD7E-AC32AD8F0A83,,,,Köln,Framing der Taten,,,,,,,,,,
1773,76,9067,CATMA_B622B1C6-BC52-4FC8-9946-0FA6CCE652D5,9051,Schutzbefohlenen,-13288961.0,Mhuerten,2025-06-03T11:13:33.297+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Köln,Geschlecht (Betroffene),,,,,,,,,,
1774,77,9144,no_annotation_14,9102, erfüllte.  Schließlich verfängt auch der ,,,,,,,,,Köln,,,,,,,,,,,
1775,78,9270,CATMA_762CA7DD-1398-41AC-A649-BA2D118879E0,9144,"Hinweis von Herrn Dr. Heße nicht, auch die Staats- anwaltschaft habe das Verhalten später lediglich als Beleidigung eingestuft",-13342472.0,Mhuerten,2025-06-03T11:09:33.621+0200,Verschleierung,CATMA_939927B5-FD79-4FE0-953C-E5A4B17F2F61,Legalismus,,,Köln,Handeln der Bistumsverantwortlichen,Neutralisierung,,,,,,,,,
1776,79,9270,CATMA_8D0CF91D-6B95-4653-BF0C-5C5A0AFB5FC7,9144,"Hinweis von Herrn Dr. Heße nicht, auch die Staats- anwaltschaft habe das Verhalten später lediglich als Beleidigung eingestuft",-2197479.0,Mhuerten,2025-06-03T11:09:54.427+0200,Kirchenverantwortliche,CATMA_CEB4499C-C725-4EC8-B9A8-BE935C89C9F1,indirekt,,,Köln,Zitat,,,,,,,,,,
1777,80,9270,CATMA_10C29B68-4449-4D36-82DE-B86465965ED6,9187,Staats- anwaltschaft habe das Verhalten später lediglich als Beleidigung eingestuft,-4765492.0,Mhuerten,2025-06-03T11:08:00.946+0200,Strafrechtlich,CATMA_B2A70BB2-B8E3-4CC6-AD7E-AC32AD8F0A83,,,,Köln,Framing der Taten,,,,,,,,,,
1778,81,9538,no_annotation_15,9270,". Zum  einen kommt es auf die rechtliche Einordnung nach weltlichem Recht für die Frage  nach der Durchführung eines kirchlichen Verfahrens nicht (zwingend) an. Zum an- deren erfolgte diese staatsanwaltschaftliche Einschätzung, ohne dass ermittelt  worden wäre, also i",,,,,,,,,Köln,,,,,,,,,,,
1779,82,9654,CATMA_94B21D46-8061-4B16-BEAB-33B3C1C55296,9538,"n Unkenntnis hinsichtlich des konkreten Tathergangs, der In- tensität der „Übergriffe“ und dem Alter der Betroffenen",-14472051.0,Mhuerten,2025-06-04T14:39:03.716+0200,Minderjährigkeit nicht spezifiziert,CATMA_6B79399D-5227-4BAC-87F4-8ACBFC243998,,,,Köln,Alter (Betroffene),minderjährig,,,,,,,,,
1780,83,9654,CATMA_8B5BEDB9-6B4E-470B-8921-E75A5AE4B6A7,9643,Betroffenen,-13288961.0,Mhuerten,2025-06-03T11:21:32.640+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Köln,Geschlecht (Betroffene),,,,,,,,,,
1781,84,9661,no_annotation_16,9654,.  (c) ,,,,,,,,,Köln,,,,,,,,,,,
1782,85,10286,CATMA_AE202DFE-773E-4D8C-831E-0E905C3BE837,9661," In der Folge hat es Generalvikar Dr. Schwaderlapp ebenfalls versäumt, eine  entsprechende Meldung an die Glaubenskongregation in Rom abzusetzen.   Eine Meldepflicht bestand gemäß Art. 13 SST 2001 dann, wenn der Ordinarius  oder Hierarch eine mindestens wahrscheinliche Nachricht über eine der Glaubens- kongregation vorbehaltene Straftat erhielt. Das „Anfassen kleiner Messdienerin- nen“, also von Mädchen unter 18 Jahren, unterfällt und unterfiel auch zum Tatzeit- punkt den delicta graviora der Normae SST.   Die fehlende Voruntersuchung war nicht geeignet, die Meldepflicht zu beseitigen,  da diese zu Unrecht unterblieb.",-157253.0,Mhuerten,2025-07-10T15:16:17.373+0200,Vorgehen allgemein,CATMA_EEC4BE9B-D7EF-429C-8614-E49A795ACF03,,,,Köln,Handeln der Bistumsverantwortlichen,Vorgehen,,,,,,,,,
1783,86,10286,CATMA_8A1F4187-6519-443C-907F-548758012554,9661," In der Folge hat es Generalvikar Dr. Schwaderlapp ebenfalls versäumt, eine  entsprechende Meldung an die Glaubenskongregation in Rom abzusetzen.   Eine Meldepflicht bestand gemäß Art. 13 SST 2001 dann, wenn der Ordinarius  oder Hierarch eine mindestens wahrscheinliche Nachricht über eine der Glaubens- kongregation vorbehaltene Straftat erhielt. Das „Anfassen kleiner Messdienerin- nen“, also von Mädchen unter 18 Jahren, unterfällt und unterfiel auch zum Tatzeit- punkt den delicta graviora der Normae SST.   Die fehlende Voruntersuchung war nicht geeignet, die Meldepflicht zu beseitigen,  da diese zu Unrecht unterblieb.",-2587561.0,Mhuerten,2025-07-10T15:17:04.069+0200,keine Konsequenzen,CATMA_F3B42D93-42A0-40F7-AF5D-CF0D86BB0A5A,,,,Köln,Handeln der Bistumsverantwortlichen,Vorgehen,,,,,,,,,
1784,87,10048,CATMA_58594128-43C9-4A67-A85B-192E82B1C85B,10014,Anfassen kleiner Messdienerin- nen,-16199595.0,Mhuerten,2025-06-03T11:11:00.645+0200,Akten,CATMA_60D697B7-C5D8-41E7-BA69-2DE7E7E71115,,direkt,,Köln,Zitat,,,,,,,,,,
1785,88,10048,CATMA_A8D9DDC5-B3D2-431E-87F5-B9E83247E152,10031,Messdienerin- nen,-8672679.0,Mhuerten,2025-06-03T11:21:10.690+0200,Pfarrei,CATMA_694236AD-35A4-493B-B295-5526303EA538,,,,Köln,Tatkonstellation,Seelsorge,,,,,,,,,
1786,89,10048,CATMA_7578D8D1-DABA-4327-AA0A-FB76647EA27E,10031,Messdienerin- nen,-3483813.0,Mhuerten,2025-06-03T11:20:56.299+0200,Jugendarbeit,CATMA_AF45C17A-352D-4069-BAA7-5654970A3BD9,,,,Köln,Tatkonstellation,,,,,,,,,,
1787,90,10067,CATMA_12CFEA30-CE3C-4724-ABA5-95285AAF5E16,10060,Mädchen,-13288961.0,Mhuerten,2025-06-03T11:12:23.547+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Köln,Geschlecht (Betroffene),,,,,,,,,,
1788,91,10083,CATMA_FA15FD22-58BE-4363-B1C0-540696A3F399,10060,Mädchen unter 18 Jahren,-14472051.0,Mhuerten,2025-06-04T14:39:28.327+0200,Minderjährigkeit nicht spezifiziert,CATMA_6B79399D-5227-4BAC-87F4-8ACBFC243998,,,,Köln,Alter (Betroffene),minderjährig,,,,,,,,,
1789,92,10169,CATMA_738DDB3B-848D-4E3B-8444-A486B557A517,10138,delicta graviora der Normae SST,-16721871.0,Mhuerten,2025-06-03T11:13:09.214+0200,Kirchenrechtlich,CATMA_5627441E-9527-4A3F-BC56-E783D29ACECA,,,,Köln,Framing der Taten,,,,,,,,,,
1790,93,10437,no_annotation_17,10286,"  (d)  Da den Verdachtsmeldungen nicht nachgegangen wurde und somit nicht  aufgeklärt werden konnte, ob tatsächlich ein strafbares Verhalten durch den ",,,,,,,,,Köln,,,,,,,,,,,
1791,94,10452,CATMA_571FF27A-B51C-4D28-8D69-DE7BF869C18F,10437,Be- schuldigten,-7143428.0,Mhuerten,2025-06-03T11:23:27.804+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Köln,Beschuldigte,,,,,,,,,,
1792,95,10572,no_annotation_18,10452," verwirklicht wurde, können die Gutachter nicht beurteilen, ob es einer  Bestrafung bedurft hätte und inwieweit von dem ",,,,,,,,,Köln,,,,,,,,,,,
1793,96,10585,CATMA_E8BD0D35-A4A5-469F-8F32-0EA939ECB410,10572,Beschuldigten,-7143428.0,Mhuerten,2025-06-03T11:23:36.591+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Köln,Beschuldigte,,,,,,,,,,
1794,97,10738,no_annotation_19,10585," eine Gefahr aus- ging, die es zu verhindern galt.   Im Hinblick auf die Opferfürsorge ist gutachterseits keine Pflichtverletzung fest- stellbar, da die ",,,,,,,,,Köln,,,,,,,,,,,
1795,98,10750,CATMA_DCEC3E84-3D6B-4B2C-9863-8728B5B0C86F,10738,Betroffenen*,-13288961.0,Mhuerten,2025-06-03T11:23:49.365+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Köln,Geschlecht (Betroffene),,,,,,,,,,
1796,99,10912,no_annotation_20,10750, zum Zeitpunkt der Meldung nicht namentlich bekannt  waren. Versäumnisse in diesem Bereich sind damit allenfalls als Folgefehler der  unterlassenen Aufklärung zu ,,,,,,,,,Köln,,,,,,,,,,,
1797,100,10968,no_annotation_21,10918,".  

#######################

Seite 487

  467    ",,,,,,,,,Köln,,,,,,,,,,,
1798,101,10986,K-3,10968,Auseinandersetzung,-399266.0,Mhuerten,2025-06-05T13:21:59.672+0200,Start,CATMA_7C23CC13-B5FE-4F69-AAB7-935F31D614C3,,,,Köln,Relevante Textstelle,,,,,,,,,,
1799,102,11086,no_annotation_22,10986, mit den lange zurückliegenden sexuellen Übergriffen zum  Nachteil eines 16-jährigen Jungen und dem ,,,,,,,,,Köln,,,,,,,,,,,
1800,103,11104,CATMA_F3DC0415-52EA-424A-8FC7-51E7C33ABC8D,11086,Annäherungsversuch,-8819905.0,Mhuerten,2025-06-03T11:28:13.111+0200,Sprache/Gesten/Aufforderungen,CATMA_EDCD3519-38C9-49EA-B042-3CBB9835B96A,Aufforderung/Einladung zu sexuellen Handlungen,,,Köln,Tatbeschreibung,sexuell,,,,,,,,,
1801,104,11112,no_annotation_23,11104, an ein ,,,,,,,,,Köln,,,,,,,,,,,
1802,105,11125,CATMA_368955F3-549F-4D42-9BA0-41C8A9B7E886,11112,16-jähri- ges,-13717392.0,Mhuerten,2025-06-04T14:00:57.501+0200,16-17,CATMA_4AA524EC-865F-4B12-9259-381A9D8B90CA,,,,Köln,Alter (Betroffene),minderjährig,,,,,,,,,
1803,106,11126,no_annotation_24,11125, ,,,,,,,,,Köln,,,,,,,,,,,
1804,107,11133,CATMA_C79F0CC4-886A-4EBA-BE6B-72B7A81BF258,11126,Mädchen,-13288961.0,Mhuerten,2025-06-03T11:27:24.792+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Köln,Geschlecht (Betroffene),,,,,,,,,,
1805,108,11187,no_annotation_25,11133," ist nicht indiziert“. Die Gutachter erklärten, dass „",,,,,,,,,Köln,,,,,,,,,,,
1806,109,11330,CATMA_5D7AF615-D0E5-44CA-AC52-945D2D7AEE3A,11187,gegen den weiteren  Einsatz“ des Beschuldigten „als Krankenhausseelsorger […] unter gefährlichkeits- prognostischen Überlegungen keine Bedenken,-2197479.0,Mhuerten,2025-06-03T11:29:18.619+0200,Kirchenverantwortliche,CATMA_CEB4499C-C725-4EC8-B9A8-BE935C89C9F1,direkt,,,Köln,Zitat,,,,,,,,,,
1807,110,11330,CATMA_44871983-B2BC-42C0-91A1-AB7E5F877C3F,11187,gegen den weiteren  Einsatz“ des Beschuldigten „als Krankenhausseelsorger […] unter gefährlichkeits- prognostischen Überlegungen keine Bedenken,-157253.0,Mhuerten,2025-07-10T15:32:29.515+0200,Vorgehen allgemein,CATMA_EEC4BE9B-D7EF-429C-8614-E49A795ACF03,,,,Köln,Handeln der Bistumsverantwortlichen,Vorgehen,,,,,,,,,
1808,111,11330,CATMA_AEEF373D-7E78-41DC-BF84-4920C0B6D24E,11187,gegen den weiteren  Einsatz“ des Beschuldigten „als Krankenhausseelsorger […] unter gefährlichkeits- prognostischen Überlegungen keine Bedenken,-2587561.0,Mhuerten,2025-07-10T15:31:52.789+0200,keine Konsequenzen,CATMA_F3B42D93-42A0-40F7-AF5D-CF0D86BB0A5A,,,,Köln,Handeln der Bistumsverantwortlichen,Vorgehen,,,,,,,,,
1809,112,11233,CATMA_B210E0DC-2C70-4C1C-BA99-89D96AD4131F,11220,Beschuldigten,-7143428.0,Mhuerten,2025-06-03T11:28:28.418+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Köln,Beschuldigte,,,,,,,,,,
1810,113,11260,CATMA_0D2B381B-942D-48B0-88FA-95A886379FA5,11239,Krankenhausseelsorger,-7143428.0,Mhuerten,2025-06-03T11:28:33.310+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Köln,Beschuldigte,,,,,,,,,,
