,start,end,id,text,tag_type_id,tag_type,catma_markupauthor,catma_markuptimestamp,catma_displaycolor,Belegung,Geschlecht__Beschuldigter_,Art,Geschlecht_Beschuldigter,Anzahl__Beschuldigte_,Rolle__Beschuldigte_,ID__Beschuldigte_,Geschlecht__Betroffene_,Alter__Betroffene_,Anzahl__Betroffene_,ID__Betroffene_,Bestimmung_Umfeld
238,23925,25959,no_annotation_13," Das folgende Fallbeispiel zeigt, wie ein in­ nerklösterlicher sexueller Missbrauch vonstattengehen konnte und welche  277	 Ein Spiritual ist ein Priester, der das Leben in einem Kloster geistlich begleitet. Er ist Seelsorger  und Beichtvater der Ordensangehörigen. Insbesondere in Frauenorden kommt ihm eine besondere Be­ deutung zu, weil nur er als Priester die Messe halten darf. Kloster und Wallfahrtskirche. Vgl. Maria Hilf  Gubel, Über uns, https://kloster-gubel.ch/ueber-uns/, Stand: 20.04.2023. 278	 Lassus, Verheissung und Verrat. 279	 Hoyeau, Verrat der Seelenführer. 280	 Wagner, #NunsToo, S. 382. 281	 Sollizitation bezeichnet einen sexuellen Übergriff im Rahmen der Beichte. Vgl. Kongregation für die  Glaubenslehre, Instruction, www.vatican.va/resources/resources_crimen-sollicitationis-1962_en.html,  Stand: 20.04.2023. 282	 Bischöfliches Archiv des Bistums Basel, Personaldossier B.F. 

#######################

Seite 78

Bericht zum Pilotprojekt zur Geschichte sexuellen Missbrauchs im Umfeld  der römisch-katholischen Kirche in der Schweiz seit Mitte des 20. Jahrhunderts 78 und schloss danach, auf Wunsch der Betroffenen und nach Rücksprache mit der  Priorin, den Fall ab. Dieser Fall geschah im Rahmen einer geschlossenen religiösen Gemeinschaft,  deren innere Dynamiken von aussen nur teilweise nachvollziehbar sind und in  denen sich psychische Probleme, theologische Begründungen, eine strikte (Se­ xual-)Moral sowie das Rollen- und Autoritätsverständnis als Ordensmitglied ver­ mengten. Die Auseinandersetzung zwischen den beiden Schwestern beschränk­ te sich nicht auf den Vorwurf des sexuellen Missbrauchs, sondern umfasste die  gesamte Lebenswelt des Ordens: Fragen der persönlichen Berufung, der Aus­ richtung des Klosters oder des gemeinschaftlichen Lebens gehörten zu den zen­ tralen Konfliktlinien zwischen den beiden Schwestern. Der körperliche Kontakt  und der daraus resultierende sexuelle Missbrauch fügten sich in diese Lebens­ welt ein und stellten eine weitere Dimension der Auseinandersetzungen ",,,,,,,,,,,,,,,,,
239,25959,25962,,dar,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,End,Mhuerten,2025-07-15T16:40:35.023+0200,-9667700,,,,,,,,,,,,
240,25962,30494,no_annotation_14,". Die Erforschung sexuellen Missbrauchs im Rahmen von Orden und weite­ ren geistlichen Gemeinschaften ist auch im Hinblick auf die Quellenlage an­ spruchsvoll: In vielen Fällen sind die Archive solcher Gemeinschaften klein und  unvollständig. Und wenn sie existieren, ist zu vermuten, dass es aufgrund der  erwähnten Spezifika der Gemeinschaften nur wenige schriftliche Quellen zu se­ xuellem Missbrauch gibt. Dies ist aber im Einzelfall zu prüfen. Die bisherigen  Abklärungen haben ergeben, dass die meisten NGGB durchaus Archive führen,  diese laut eigener Aussage aber keine Akten zu sexuellen Missbräuchen enthal­ ten.288 Auch traditionelle kontemplative Ordensgemeinschaften haben in vielen  Fällen Archivbestände, die konsultiert werden können, wo aber ebenfalls eine  geringe Ergiebigkeit bezüglich des Themas anzunehmen ist. Auch Betroffenenaufrufe würden bei aktiven Mitgliedern der Gemeinschaf­ ten, so ist zu vermuten, für wenig Rücklauf sorgen. Damit bleibt eine Kontakt­ aufnahme mit ehemaligen Mitgliedern solcher Gemeinschaften eine der weni­ gen Möglichkeiten, Informationen über das Innenleben und allfällige sexuelle  Missbräuche zu erhalten. Zu klären sein wird, inwiefern gezielte, von religiösen  Autoritäten mitgetragene Aufrufe das notwendige Vertrauen schaffen könnten,  so dass trotz der Verschlossenheit der Gemeinschaften gewisse Berichte gesam­ melt werden können. d. Katholische Spezifika des Missbrauchs Sexuellen Missbrauch gibt es zweifelsfrei nicht nur im Umfeld der katholischen  Kirche. Birgit Aschmann schreibt in der Einleitung eines 2022 erschienenen  Sammelbands: Über den sexuellen Missbrauch in der katholischen Kirche ist in den zurückliegenden  Jahren besonders intensiv diskutiert worden. Gleichwohl besteht kein Zweifel daran,  dass andere Institutionen oder Sportvereine nicht minder davon geprägt sind und dass  sich die meisten sexuellen Übergriffe auf Kinder im direkten familiären Umfeld ereig­ nen. Dabei geht es bei der Analyse des Missbrauchs in den ‹katholischen Dunkelräumen›  nicht um ein quantitatives ‹mehr oder weniger schlimm›. Vielmehr steht die Frage im  Raum, ob sich signifikante Unterschiede in den verschiedenen ‹Teilsystemen› nachwei­ sen lassen. Was ist dann aber das Spezifikum der ‹katholischen Dunkelräume› bzw. was  ist der – wie Klaus Mertes es genannt hat – ‹katholische Geschmack›?289 Wie die Erforschung der Häufigkeit und der Formen sexuellen Missbrauchs ist  auch die Identifizierung solcher katholischen Besonderheiten kein abgeschlos­ sener Prozess. Dennoch hat die Forschung in den letzten Jahrzehnten bereits  288	 Siehe Kapitel 3f. 289	 Aschmann, Katholische Dunkelräume. Eine Einleitung, S. XV. 

#######################

Seite 80

Bericht zum Pilotprojekt zur Geschichte sexuellen Missbrauchs im Umfeld  der römisch-katholischen Kirche in der Schweiz seit Mitte des 20. Jahrhunderts 80 Diese soziale, politische, juristische und ökonomische Machtballung in einer  Person geht zusätzlich in eine weitere Dimension über: Die klerikale Macht­ position eines Priesters, die sich in einer vermeintlichen Unfehlbarkeit sämtli­ cher Handlungen äusserte, fügte Fällen sexuellen Missbrauchs eine spirituelle  Dimension hinzu.297 Spiritueller Missbrauch bedeutet für Betroffene nicht nur  einen schweren Eingriff in die physische Integrität, sondern auch in das psychi­ sche und religiöse Grundvertrauen. Spiritueller Missbrauch ist dabei eng mit den bereits diskutierten Konzepten  einer «geistlichen Macht» und spezifisch für die katholische Kirche mit Formen  des Klerikalismus verknüpft. Spätestens mit Doris Reisingers Buch Spiritueller  Missbrauch in der katholischen Kirche aus dem Jahr 2019298 hat der Begriff auch  Eingang in innerkirchliche Auseinandersetzungen299 und in die öffentliche De­ batte zu sexuellem Missbrauch in der katholischen Kirche gefunden.300 Reisinger  definiert den Begriff so, «[…] dass geistlicher Missbrauch die Verletzung spiritu­ eller Autonomie ist und dass spirituelle Autonomie ein grundlegendes Selbstbe­ stimmungsrecht jedes Menschen darstellt.»301 So nutzen Täterinnen und Täter  beispielsweise die Suche nach Spiritualität und nach Gott aus, um Gefälligkei­ ten von Personen zu erhalten und um ihre Macht über diese auszubauen. Eine  Betroffene, die in der französischen Presse über spirituellen Missbrauch in der  Gemeinschaft Saint-Jean aussagte, sprach von «kleinen Dingen, die sich ansam­ meln und die dazu führen, die Person zu erniedrigen, sie zu lenken und sie nach  und nach ihrer selbst zu berauben».302  ",,,,,,,,,,,,,,,,,
241,30494,30507,S-5,Spiritueller ,CATMA_7C23CC13-B5FE-4F69-AAB7-935F31D614C3,Start,Mhuerten,2025-07-15T16:41:55.913+0200,-399266,,,,,,,,,,,,
242,30494,30507,CATMA_82988933-756B-499E-83E3-48FB17A04365,Spiritueller ,CATMA_3B3B19B0-7DA0-4893-A328-7CF7A581786E,Missbrauch,Mhuerten,2025-07-15T16:51:39.666+0200,-13239067,,,,,,,,,,,,
243,30494,30507,CATMA_1909CC87-C5B9-461B-8A57-C54C1AF29796,Spiritueller ,CATMA_C530CE53-BC35-4E6E-83D6-C90A6663C0BB,spirituell,Mhuerten,2025-07-15T16:42:21.165+0200,-2367366,,,,,,,,,,,,
244,30507,30517,CATMA_82988933-756B-499E-83E3-48FB17A04365,Missbrauch,CATMA_3B3B19B0-7DA0-4893-A328-7CF7A581786E,Missbrauch,Mhuerten,2025-07-15T16:51:39.666+0200,-13239067,,,,,,,,,,,,
245,30507,30517,CATMA_1909CC87-C5B9-461B-8A57-C54C1AF29796,Missbrauch,CATMA_C530CE53-BC35-4E6E-83D6-C90A6663C0BB,spirituell,Mhuerten,2025-07-15T16:42:21.165+0200,-2367366,,,,,,,,,,,,
246,30517,30664,no_annotation_15," ist für die vorliegende Untersuchung deshalb von In­ teresse, weil er häufig als Ausgangspunkt für weitere Formen des Missbrauchs  – insbesondere ",,,,,,,,,,,,,,,,,
247,30664,30684,CATMA_3A626E14-A005-497C-8820-100DD55957EB,sexuellen Missbrauch,CATMA_B03D4763-9E0C-4E2D-9ACA-DD358DA82669,nicht spezifizierte Taten,Mhuerten,2025-07-15T16:42:44.396+0200,-13101205,,,,,,,,,,,,
248,30684,30693,no_annotation_16," – dient,",,,,,,,,,,,,,,,,,
249,30693,30746,CATMA_6C7FC369-D56F-4047-9381-2A7C9C01F5ED, diesen in einem sakralen und spi­ rituellen Kontext ,CATMA_48E36190-A8C4-470D-8A64-D9D1D5E52BA2,Anbahnung,Mhuerten,2025-07-15T16:43:08.383+0200,-10530760,,,,,,,,,,,,
250,30746,30771,CATMA_6C7FC369-D56F-4047-9381-2A7C9C01F5ED,legitimiert und damit die,CATMA_48E36190-A8C4-470D-8A64-D9D1D5E52BA2,Anbahnung,Mhuerten,2025-07-15T16:43:08.383+0200,-10530760,,,,,,,,,,,,
251,30771,30772,CATMA_6C7FC369-D56F-4047-9381-2A7C9C01F5ED, ,CATMA_48E36190-A8C4-470D-8A64-D9D1D5E52BA2,Anbahnung,Mhuerten,2025-07-15T16:43:08.383+0200,-10530760,,,,,,,,,,,,
252,30771,30772,CATMA_BD3DE4E4-D16F-49A9-AAC4-D711126F21FD, ,CATMA_FC6EDD7D-E034-4C5F-90CC-CFF5F2499E01,Alter unklar,Mhuerten,2025-07-15T16:56:56.129+0200,-11911038,,,,,,,,,,,,
253,30772,30789,CATMA_6C7FC369-D56F-4047-9381-2A7C9C01F5ED,betroffene Person,CATMA_48E36190-A8C4-470D-8A64-D9D1D5E52BA2,Anbahnung,Mhuerten,2025-07-15T16:43:08.383+0200,-10530760,,,,,,,,,,,,
254,30772,30789,CATMA_BD3DE4E4-D16F-49A9-AAC4-D711126F21FD,betroffene Person,CATMA_FC6EDD7D-E034-4C5F-90CC-CFF5F2499E01,Alter unklar,Mhuerten,2025-07-15T16:56:56.129+0200,-11911038,,,,,,,,,,,,
255,30772,30789,CATMA_64A31FF2-E92B-4435-8899-C249D163154E,betroffene Person,CATMA_76B8CB6D-3A64-43A4-9962-48611A6D215E,unklar,Mhuerten,2025-07-15T16:57:04.436+0200,-12849962,,,,,,,,,,,,
256,30789,30803,CATMA_6C7FC369-D56F-4047-9381-2A7C9C01F5ED, gefügig macht,CATMA_48E36190-A8C4-470D-8A64-D9D1D5E52BA2,Anbahnung,Mhuerten,2025-07-15T16:43:08.383+0200,-10530760,,,,,,,,,,,,
257,30803,30862,no_annotation_17,.303  Ein Beispiel hierfür sind die dominikanischen Brüder ,,,,,,,,,,,,,,,,,
258,30862,30869,CATMA_EC8C9FF4-E773-47F4-9941-42CDBDC84A26,Thomas ,CATMA_0E3DFEA2-E250-4580-BC82-29A15E865250,Rahmeninformationen Beschuldigte,Mhuerten,2025-07-15T16:43:59.398+0200,-5286262,,,,,1,Kleriker,T-S-2,,,,,
259,30869,30873,no_annotation_18,und ,,,,,,,,,,,,,,,,,
260,30873,30891,CATMA_1C823B4B-6ED1-48B6-B668-DAC7359C2893,Marie-Domi­ nique ,CATMA_0E3DFEA2-E250-4580-BC82-29A15E865250,Rahmeninformationen Beschuldigte,Mhuerten,2025-07-15T16:44:23.057+0200,-5286262,,,,männlich,1,Kleriker,T-S-3,,,,,
261,30891,30899,CATMA_1C823B4B-6ED1-48B6-B668-DAC7359C2893,Philippe,CATMA_0E3DFEA2-E250-4580-BC82-29A15E865250,Rahmeninformationen Beschuldigte,Mhuerten,2025-07-15T16:44:23.057+0200,-5286262,,,,männlich,1,Kleriker,T-S-3,,,,,
262,30891,30899,CATMA_EC8C9FF4-E773-47F4-9941-42CDBDC84A26,Philippe,CATMA_0E3DFEA2-E250-4580-BC82-29A15E865250,Rahmeninformationen Beschuldigte,Mhuerten,2025-07-15T16:43:59.398+0200,-5286262,,,,,1,Kleriker,T-S-2,,,,,
263,30899,30954,no_annotation_19,. Diese gründeten Ende der 1950er Jahre jeweils eigene ,,,,,,,,,,,,,,,,,
264,30954,30979,CATMA_84AC194C-219B-4112-AD66-EE7ECC228F4A,religiöse  Gemeinschaften,CATMA_5D729A1E-3E29-459C-8D49-14B75702A681,Geistliche Gemeinschaften,Mhuerten,2025-07-15T16:47:02.513+0200,-1092855,,,,,,,,,,,,
265,30979,31020,no_annotation_20," in Frankreich, obwohl sie bereits zuvor ",,,,,,,,,,,,,,,,,
266,31020,31026,CATMA_58E7658F-4B53-4B84-9C3F-CB22004E43BC,wegen ,CATMA_B2A70BB2-B8E3-4CC6-AD7E-AC32AD8F0A83,Strafrechtlich,Mhuerten,2025-07-15T16:47:37.314+0200,-4765492,relevant,,,,,,,,,,,
267,31026,31048,CATMA_2A81ECB1-3164-4B66-888D-9B30304D6918,sexuellem Miss­ brauch,CATMA_B03D4763-9E0C-4E2D-9ACA-DD358DA82669,nicht spezifizierte Taten,Mhuerten,2025-07-15T16:47:21.614+0200,-13101205,,,,,,,,,,,,
268,31026,31048,CATMA_58E7658F-4B53-4B84-9C3F-CB22004E43BC,sexuellem Miss­ brauch,CATMA_B2A70BB2-B8E3-4CC6-AD7E-AC32AD8F0A83,Strafrechtlich,Mhuerten,2025-07-15T16:47:37.314+0200,-4765492,relevant,,,,,,,,,,,
269,31048,31072,CATMA_58E7658F-4B53-4B84-9C3F-CB22004E43BC, verurteilt worden waren,CATMA_B2A70BB2-B8E3-4CC6-AD7E-AC32AD8F0A83,Strafrechtlich,Mhuerten,2025-07-15T16:47:37.314+0200,-4765492,relevant,,,,,,,,,,,
270,31072,31074,no_annotation_21,. ,,,,,,,,,,,,,,,,,
271,31074,31085,CATMA_5F091550-90A2-4F82-9824-D467D885AB3B,Betroffene ,CATMA_FC6EDD7D-E034-4C5F-90CC-CFF5F2499E01,Alter unklar,Mhuerten,2025-07-15T16:56:23.637+0200,-11911038,,,,,,,,,,,,
272,31074,31085,CATMA_BF5301E6-3782-4BC6-A810-2209BA3D4E6D,Betroffene ,CATMA_76B8CB6D-3A64-43A4-9962-48611A6D215E,unklar,Mhuerten,2025-07-15T16:56:15.588+0200,-12849962,,,,,,,,,,,,
273,31085,31099,no_annotation_22,berichten von ,,,,,,,,,,,,,,,,,
274,31099,31131,CATMA_9BB3CF6C-0D0E-4585-BDB6-915A46E42250,schweren sexuellen  Missbräuchen,CATMA_B03D4763-9E0C-4E2D-9ACA-DD358DA82669,nicht spezifizierte Taten,Mhuerten,2025-07-15T16:47:52.792+0200,-13101205,Macht- und Abhängigkeitsverhältnis,,,,,,,,,,,
275,31099,31131,CATMA_7274ECFC-C9A5-4858-824E-C3D6502E0C7E,schweren sexuellen  Missbräuchen,CATMA_3B3B19B0-7DA0-4893-A328-7CF7A581786E,Missbrauch,Mhuerten,2025-07-15T16:51:30.242+0200,-13239067,,,,,,,,,,,,
276,31131,31206,no_annotation_23," in diesen Gemeinschaften. Im Rahmen der Gemeinschaft Saint  Jean, die von ",,,,,,,,,,,,,,,,,
277,31206,31230,CATMA_E3B81DEB-41F1-4F79-8660-5E9F1FAE5305,Marie-Dominique Philippe,CATMA_0E3DFEA2-E250-4580-BC82-29A15E865250,Rahmeninformationen Beschuldigte,Mhuerten,2025-07-15T16:48:37.528+0200,-5286262,,,,,,,T-S-3,,,,,
278,31230,31260,no_annotation_24," gegründet wurde, habe dieser ",,,,,,,,,,,,,,,,,
279,31260,31304,CATMA_44B040FB-42C1-439B-9B8B-5DA5BB3CF1DA,mithilfe  seiner propagierten Theologie der ,CATMA_48E36190-A8C4-470D-8A64-D9D1D5E52BA2,Anbahnung,Mhuerten,2025-07-15T16:49:13.233+0200,-10530760,,,,,,,,,,,,
280,31304,31399,CATMA_44B040FB-42C1-439B-9B8B-5DA5BB3CF1DA,«Liebesfreundschaft» Einfluss auf die Mitglie­ der der Gemeinschaft ausgeübt und sie so für den,CATMA_48E36190-A8C4-470D-8A64-D9D1D5E52BA2,Anbahnung,Mhuerten,2025-07-15T16:49:13.233+0200,-10530760,,,,,,,,,,,,
281,31399,31400,CATMA_3C1F10E7-CF88-45A4-B0A9-95D3E7CA3C76, ,CATMA_B03D4763-9E0C-4E2D-9ACA-DD358DA82669,nicht spezifizierte Taten,Mhuerten,2025-07-15T16:49:42.088+0200,-13101205,Macht- und Abhängigkeitsverhältnis,,,,,,,,,,,
282,31399,31400,CATMA_44B040FB-42C1-439B-9B8B-5DA5BB3CF1DA, ,CATMA_48E36190-A8C4-470D-8A64-D9D1D5E52BA2,Anbahnung,Mhuerten,2025-07-15T16:49:13.233+0200,-10530760,,,,,,,,,,,,
283,31400,31420,CATMA_3C1F10E7-CF88-45A4-B0A9-95D3E7CA3C76,sexuellen Missbrauch,CATMA_B03D4763-9E0C-4E2D-9ACA-DD358DA82669,nicht spezifizierte Taten,Mhuerten,2025-07-15T16:49:42.088+0200,-13101205,Macht- und Abhängigkeitsverhältnis,,,,,,,,,,,
284,31400,31420,CATMA_44B040FB-42C1-439B-9B8B-5DA5BB3CF1DA,sexuellen Missbrauch,CATMA_48E36190-A8C4-470D-8A64-D9D1D5E52BA2,Anbahnung,Mhuerten,2025-07-15T16:49:13.233+0200,-10530760,,,,,,,,,,,,
285,31400,31420,CATMA_CD556D3F-1D9B-4182-9B90-A6C405CB0E70,sexuellen Missbrauch,CATMA_3B3B19B0-7DA0-4893-A328-7CF7A581786E,Missbrauch,Mhuerten,2025-07-15T16:51:52.770+0200,-13239067,,,,,,,,,,,,
286,31420,31421,CATMA_44B040FB-42C1-439B-9B8B-5DA5BB3CF1DA, ,CATMA_48E36190-A8C4-470D-8A64-D9D1D5E52BA2,Anbahnung,Mhuerten,2025-07-15T16:49:13.233+0200,-10530760,,,,,,,,,,,,
287,31421,31438,CATMA_44B040FB-42C1-439B-9B8B-5DA5BB3CF1DA,gefügig  gemacht.,CATMA_48E36190-A8C4-470D-8A64-D9D1D5E52BA2,Anbahnung,Mhuerten,2025-07-15T16:49:13.233+0200,-10530760,,,,,,,,,,,,
288,31438,31439,CATMA_0CB5D0BA-B8D4-4EA2-8B9C-EF6807CF6A65, ,CATMA_3B3B19B0-7DA0-4893-A328-7CF7A581786E,Missbrauch,Mhuerten,2025-07-15T16:52:04.406+0200,-13239067,,,,,,,,,,,,
289,31439,31440,CATMA_0CB5D0BA-B8D4-4EA2-8B9C-EF6807CF6A65,S,CATMA_3B3B19B0-7DA0-4893-A328-7CF7A581786E,Missbrauch,Mhuerten,2025-07-15T16:52:04.406+0200,-13239067,,,,,,,,,,,,
290,31439,31440,CATMA_94B43ABC-7D6F-4FF0-A788-263DD42AC14B,S,CATMA_C530CE53-BC35-4E6E-83D6-C90A6663C0BB,spirituell,Mhuerten,2025-07-15T16:50:18.486+0200,-2367366,,,,,,,,,,,,
291,31440,31462,CATMA_61132664-7878-41E9-BAB7-D5CEBDEDA1BA,piritueller Missbrauch,CATMA_48E36190-A8C4-470D-8A64-D9D1D5E52BA2,Anbahnung,Mhuerten,2025-07-15T16:50:58.245+0200,-10530760,,,,,,,,,,,,
292,31440,31462,CATMA_0CB5D0BA-B8D4-4EA2-8B9C-EF6807CF6A65,piritueller Missbrauch,CATMA_3B3B19B0-7DA0-4893-A328-7CF7A581786E,Missbrauch,Mhuerten,2025-07-15T16:52:04.406+0200,-13239067,,,,,,,,,,,,
293,31440,31462,CATMA_94B43ABC-7D6F-4FF0-A788-263DD42AC14B,piritueller Missbrauch,CATMA_C530CE53-BC35-4E6E-83D6-C90A6663C0BB,spirituell,Mhuerten,2025-07-15T16:50:18.486+0200,-2367366,,,,,,,,,,,,
294,31462,31503,CATMA_61132664-7878-41E9-BAB7-D5CEBDEDA1BA," ermöglichte ihm, den von ihm begangenen ",CATMA_48E36190-A8C4-470D-8A64-D9D1D5E52BA2,Anbahnung,Mhuerten,2025-07-15T16:50:58.245+0200,-10530760,,,,,,,,,,,,
295,31503,31525,CATMA_C39504A4-4F8A-49F6-820D-A72D5869D8E8,se­ xuellen Missbrauch,CATMA_3B3B19B0-7DA0-4893-A328-7CF7A581786E,Missbrauch,Mhuerten,2025-07-15T16:52:15.748+0200,-13239067,,,,,,,,,,,,
296,31503,31525,CATMA_61132664-7878-41E9-BAB7-D5CEBDEDA1BA,se­ xuellen Missbrauch,CATMA_48E36190-A8C4-470D-8A64-D9D1D5E52BA2,Anbahnung,Mhuerten,2025-07-15T16:50:58.245+0200,-10530760,,,,,,,,,,,,
297,31503,31525,CATMA_2A0E25F1-82DC-432E-AFB6-E7BFDE1B9415,se­ xuellen Missbrauch,CATMA_B03D4763-9E0C-4E2D-9ACA-DD358DA82669,nicht spezifizierte Taten,Mhuerten,2025-07-15T16:50:45.625+0200,-13101205,Macht- und Abhängigkeitsverhältnis,,,,,,,,,,,
298,31525,31529,CATMA_61132664-7878-41E9-BAB7-D5CEBDEDA1BA, zu ,CATMA_48E36190-A8C4-470D-8A64-D9D1D5E52BA2,Anbahnung,Mhuerten,2025-07-15T16:50:58.245+0200,-10530760,,,,,,,,,,,,
299,31529,31549,CATMA_61132664-7878-41E9-BAB7-D5CEBDEDA1BA,legitimieren und zu ,CATMA_48E36190-A8C4-470D-8A64-D9D1D5E52BA2,Anbahnung,Mhuerten,2025-07-15T16:50:58.245+0200,-10530760,,,,,,,,,,,,
300,31549,31560,,verteidigen,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,End,Mhuerten,2025-07-15T16:51:16.052+0200,-9667700,,,,,,,,,,,,
301,31549,31560,CATMA_61132664-7878-41E9-BAB7-D5CEBDEDA1BA,verteidigen,CATMA_48E36190-A8C4-470D-8A64-D9D1D5E52BA2,Anbahnung,Mhuerten,2025-07-15T16:50:58.245+0200,-10530760,,,,,,,,,,,,
302,31560,33076,no_annotation_25,".304 Spirituelle und sexuelle Missbräuche werden zusätzlich durch in der katho­ lischen Kirche weit verbreitete Tabuisierungen begünstigt. Besonders die ka­ tholische Sexualmoral ist ein wichtiges Charakteristikum, das sich auf den Um­ gang mit und auf das Sprechen über sexuellen Missbrauch auswirkte.305  297	 Praz; Avvanzino; Crettaz, Institut Marini, S. 72. 298	 Wagner, Spiritueller Missbrauch in der katholischen Kirche. 299	 Wagner; Schönborn; Meinig, Schuld und Verantwortung. 300	 Zafar, «Gott will dir seine besondere Gnade schenken» in: WDR, 15.11.2022, www1.wdr.de/ nachrichten/spiritueller-missbrauch-manipulation-katholische-kirche-100.html, Stand: 20.04.2023. 301	 Wagner, Spiritueller Missbrauch in der katholischen Kirche, S. 22. 302	 «Des petites choses qui s’accumulent viennent humilier la personne, la diriger, la déposséder petit  à petit d’elle-même.» Casgrain, «Je n’ai pas été violé, mais victime d’abus spirituel», in: cath.ch, 16.03.2021,  www.cath.ch/newsf/je-nai-pas-ete-violee-mais-victime-dabus-spirituel/, Stand: 20.04.2023. 303	 Haslbeck; Hürten; Leimgruber, Missbrauchsmuster, in: feinschwarz.net, 19.12.2022, www.fein­ schwarz.net/missbrauchsmuster/, Stand: 20.04.2023. 304	 Cavalin, L’Affaire. 305	 Aschmann, Katholische Dunkelräume. Eine Einleitung, S. XVI. 

#######################

Seite 81

81 5. Räume des Missbrauchs Ein wichtiger Aspekt der katholischen Sexualmoral im religiösen Umfeld ist  das Bekenntnis des Klerus und von Ordensmitgliedern zum zölibatären Le­ ben.306 ",,,,,,,,,,,,,,,,,
303,33076,33088,S-6,Nachweisbar ,CATMA_7C23CC13-B5FE-4F69-AAB7-935F31D614C3,Start,Mhuerten,2025-07-15T16:53:20.208+0200,-399266,,,,,,,,,,,,
304,33088,33177,no_annotation_26,wurde das Gelübde des Zölibats in der Schweiz im Unter­ suchungszeitraum von zahlreichen ,,,,,,,,,,,,,,,,,
305,33177,33187,CATMA_82789688-F650-4915-9D69-09F18CA7083F,Priestern ,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,Kleriker,Mhuerten,2025-07-15T16:53:45.402+0200,-7143428,,,,,,,,,,,,
306,33187,33191,no_annotation_27,und ,,,,,,,,,,,,,,,,,
307,33191,33204,CATMA_3DB858E8-4BB8-489D-AEF2-129D8B88BD75,Ordensleuten ,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,Kleriker,Mhuerten,2025-07-15T16:54:19.656+0200,-7143428,,,,,,,,,,,,
308,33191,33204,CATMA_13492CDD-BEED-41B5-94BF-EEC880181845,Ordensleuten ,CATMA_82A44BD7-8701-4E4B-8245-FEB4B4A8FA46,Nicht-Kleriker,Mhuerten,2025-07-15T16:54:27.542+0200,-13459949,,männlich,,,,,,,,,,
309,33204,33243,no_annotation_28,gebrochen. Be­ rühmtestes Beispiel ist ,,,,,,,,,,,,,,,,,
310,33243,33257,CATMA_E5DB9660-8B9D-43E2-A199-ABEFCCB65852,Hansjörg Vogel,CATMA_0E3DFEA2-E250-4580-BC82-29A15E865250,Rahmeninformationen Beschuldigte,Mhuerten,2025-07-15T16:54:47.057+0200,-5286262,,,,männlich,1,Kleriker,T-S-4,,,,,
311,33257,33314,no_annotation_29,", der 1994 zum Bischof von Basel gewählt  wurde. Bereits ",,,,,,,,,,,,,,,,,
312,33314,33318,CATMA_B88698C8-C954-4986-A9D6-631F310EA0E5,1995,CATMA_EFC508B6-1D39-44DB-BF7F-2446A3582795,Tat,Mhuerten,2025-07-15T16:55:25.516+0200,-1617703,,,,,,,,,,,,
313,33318,33319,no_annotation_30, ,,,,,,,,,,,,,,,,,
314,33319,33334,CATMA_7CC29616-8ECF-454D-AA73-48045626B8DE,trat er wieder ,CATMA_90CB3A2D-7E2C-466B-B8B1-CF73F0E8667D,Weiteres Handeln der Beschuldigten,Mhuerten,2025-07-15T16:58:10.801+0200,-10801023,,,,,,,,,,,,
315,33334,33340,CATMA_7CC29616-8ECF-454D-AA73-48045626B8DE,zurück,CATMA_90CB3A2D-7E2C-466B-B8B1-CF73F0E8667D,Weiteres Handeln der Beschuldigten,Mhuerten,2025-07-15T16:58:10.801+0200,-10801023,,,,,,,,,,,,
316,33340,33352,no_annotation_31,", weil eine ",,,,,,,,,,,,,,,,,
317,33352,33356,CATMA_464B0378-D8DE-49B2-952C-1D9E75375769,Frau,CATMA_1CC42082-7E15-4731-8570-71F4F74C8D9F,Rahmeninformationen Betroffene,Mhuerten,2025-07-15T16:55:40.480+0200,-9258422,,,,,,,,weiblich,erwachsen,1,B-S-2,
318,33356,33391,no_annotation_32,", die er «von früher her  kannte», ",,,,,,,,,,,,,,,,,
319,33391,33417,CATMA_7B8FC079-7B4E-4288-9158-ABEC63592C52,ein Kind von ihm erwartete,CATMA_3682F6D4-14B9-4D91-A8A9-61D24BC6A908,reproduktiv,Mhuerten,2025-07-15T16:57:37.104+0200,-10110086,,,,,,,,,,,,
320,33391,33417,CATMA_15A3F87F-39BC-4024-8EE5-25D6E94E0479,ein Kind von ihm erwartete,CATMA_CB3D856C-2196-4C71-A39A-BA3AF849F0A9,Penetration,Mhuerten,2025-07-15T16:57:26.254+0200,-5482776,,,,,,,,,,,,
321,33417,33419,no_annotation_33,. ,,,,,,,,,,,,,,,,,
322,33419,33448,CATMA_BE62E031-9B4C-4DCC-B35B-BDBC0C361EDB,Nach seinem Rücktritt zog er ,CATMA_90CB3A2D-7E2C-466B-B8B1-CF73F0E8667D,Weiteres Handeln der Beschuldigten,Mhuerten,2025-07-15T16:58:21.973+0200,-10801023,,,,,,,,,,,,
